evaluation_year,architecture,policy,actual_party,predicted_party,seats
2019,32,validation_all_rates,natSW,lib,1
2019,32,validation_all_rates,natSW,natSW,24
2019,32,validation_all_rates,natSW,oth,0
2019,32,validation_all_rates,oth,con,1
2019,32,validation_all_rates,oth,lab,1
2019,32,validation_all_rates,oth,lib,0
2019,32,validation_all_rates,oth,natSW,0
2019,32,validation_all_rates,oth,oth,0
2019,32,fixed_0.3,con,con,339
2019,32,fixed_0.3,con,lab,26
2019,32,fixed_0.3,con,lib,0
2019,32,fixed_0.3,con,natSW,0
2019,32,fixed_0.3,con,oth,0
2019,32,fixed_0.3,lab,con,9
2019,32,fixed_0.3,lab,lab,193
2019,32,fixed_0.3,lab,lib,0
2019,32,fixed_0.3,lab,natSW,0
2019,32,fixed_0.3,lab,oth,0
2019,32,fixed_0.3,lib,con,7
2019,32,fixed_0.3,lib,lab,0
2019,32,fixed_0.3,lib,lib,2
2019,32,fixed_0.3,lib,natSW,2
2019,32,fixed_0.3,lib,oth,0
2019,32,fixed_0.3,natSW,con,8
2019,32,fixed_0.3,natSW,lab,0
2019,32,fixed_0.3,natSW,lib,1
2019,32,fixed_0.3,natSW,natSW,43
2019,32,fixed_0.3,natSW,oth,0
2019,32,fixed_0.3,oth,con,1
2019,32,fixed_0.3,oth,lab,1
2019,32,fixed_0.3,oth,lib,0
2019,32,fixed_0.3,oth,natSW,0
2019,32,fixed_0.3,oth,oth,0
2019,32_16,validation_all_rates,con,con,330
2019,32_16,validation_all_rates,con,lab,35
2019,32_16,validation_all_rates,con,lib,0
2019,32_16,validation_all_rates,con,natSW,0
2019,32_16,validation_all_rates,con,oth,0
2019,32_16,validation_all_rates,lab,con,5
2019,32_16,validation_all_rates,lab,lab,197
2019,32_16,validation_all_rates,lab,lib,0
2019,32_16,validation_all_rates,lab,natSW,0
2019,32_16,validation_all_rates,lab,oth,0
2019,32_16,validation_all_rates,lib,con,7
2019,32_16,validation_all_rates,lib,lab,0
2019,32_16,validation_all_rates,lib,lib,1
2019,32_16,validation_all_rates,lib,natSW,3
2019,32_16,validation_all_rates,lib,oth,0
2019,32_16,validation_all_rates,natSW,con,8
2019,32_16,validation_all_rates,natSW,lab,2
2019,32_16,validation_all_rates,natSW,lib,0
2019,32_16,validation_all_rates,natSW,natSW,42
2019,32_16,validation_all_rates,natSW,oth,0
2019,32_16,validation_all_rates,oth,con,1
2019,32_16,validation_all_rates,oth,lab,1
2019,32_16,validation_all_rates,oth,lib,0
2019,32_16,validation_all_rates,oth,natSW,0
2019,32_16,validation_all_rates,oth,oth,0
2019,32_16,fixed_0.3,con,con,330
2019,32_16,fixed_0.3,con,lab,35
2019,32_16,fixed_0.3,con,lib,0
2019,32_16,fixed_0.3,con,natSW,0
2019,32_16,fixed_0.3,con,oth,0
2019,32_16,fixed_0.3,lab,con,5
2019,32_16,fixed_0.3,lab,lab,197
2019,32_16,fixed_0.3,lab,lib,0
2019,32_16,fixed_0.3,lab,natSW,0
2019,32_16,fixed_0.3,lab,oth,0
2019,32_16,fixed_0.3,lib,con,7
2019,32_16,fixed_0.3,lib,lab,0
2019,32_16,fixed_0.3,lib,lib,1
2019,32_16,fixed_0.3,lib,natSW,3
2019,32_16,fixed_0.3,lib,oth,0
2019,32_16,fixed_0.3,natSW,con,8
2019,32_16,fixed_0.3,natSW,lab,2
2019,32_16,fixed_0.3,natSW,lib,0
2019,32_16,fixed_0.3,natSW,natSW,42
2019,32_16,fixed_0.3,natSW,oth,0
2019,32_16,fixed_0.3,oth,con,1
2019,32_16,fixed_0.3,oth,lab,1
2019,32_16,fixed_0.3,oth,lib,0
2019,32_16,fixed_0.3,oth,natSW,0
2019,32_16,fixed_0.3,oth,oth,0
2019,64_32,validation_all_rates,con,con,330
2019,64_32,validation_all_rates,con,lab,35
2019,64_32,validation_all_rates,con,lib,0
2019,64_32,validation_all_rates,con,natSW,0
2019,64_32,validation_all_rates,con,oth,0
2019,64_32,validation_all_rates,lab,con,7
2019,64_32,validation_all_rates,lab,lab,195
2019,64_32,validation_all_rates,lab,lib,0
2019,64_32,validation_all_rates,lab,natSW,0
2019,64_32,validation_all_rates,lab,oth,0
2019,64_32,validation_all_rates,lib,con,7
2019,64_32,validation_all_rates,lib,lab,0
2019,64_32,validation_all_rates,lib,lib,1
2019,64_32,validation_all_rates,lib,natSW,3
2019,64_32,validation_all_rates,lib,oth,0
2019,64_32,validation_all_rates,natSW,con,8
2019,64_32,validation_all_rates,natSW,lab,2
2019,64_32,validation_all_rates,natSW,lib,1
2019,64_32,validation_all_rates,natSW,natSW,41
2019,64_32,validation_all_rates,natSW,oth,0
2019,64_32,validation_all_rates,oth,con,1
2019,64_32,validation_all_rates,oth,lab,1
2019,64_32,validation_all_rates,oth,lib,0
2019,64_32,validation_all_rates,oth,natSW,0
2019,64_32,validation_all_rates,oth,oth,0
2019,64_32,fixed_0.3,con,con,330
2019,64_32,fixed_0.3,con,lab,35
2019,64_32,fixed_0.3,con,lib,0
2019,64_32,fixed_0.3,con,natSW,0
2019,64_32,fixed_0.3,con,oth,0
2019,64_32,fixed_0.3,lab,con,7
2019,64_32,fixed_0.3,lab,lab,195
2019,64_32,fixed_0.3,lab,lib,0
2019,64_32,fixed_0.3,lab,natSW,0
2019,64_32,fixed_0.3,lab,oth,0
2019,64_32,fixed_0.3,lib,con,7
2019,64_32,fixed_0.3,lib,lab,0
2019,64_32,fixed_0.3,lib,lib,1
2019,64_32,fixed_0.3,lib,natSW,3
2019,64_32,fixed_0.3,lib,oth,0
2019,64_32,fixed_0.3,natSW,con,8
2019,64_32,fixed_0.3,natSW,lab,2
2019,64_32,fixed_0.3,natSW,lib,1
2019,64_32,fixed_0.3,natSW,natSW,41
2019,64_32,fixed_0.3,natSW,oth,0
2019,64_32,fixed_0.3,oth,con,1
2019,64_32,fixed_0.3,oth,lab,1
2019,64_32,fixed_0.3,oth,lib,0
2019,64_32,fixed_0.3,oth,natSW,0
2019,64_32,fixed_0.3,oth,oth,0
