constituency_name,country/region,election,majority_proportion,winner,constituency_id,boundary_set,election_type,con_share,lib_share,lab_share,natSW_share,previous_election
High Peak,East Midlands,2019_notional,0.45860484,con,E14001287,2023-current,notional,0.45860484,0.050763294,0.4477138,,2017
Hinckley and Bosworth,East Midlands,2019_notional,0.6464466,con,E14001288,2023-current,notional,0.6464466,0.18191983,0.14223857,,2017
Hitchin,East of England,2019_notional,0.4701911,con,E14001289,2023-current,notional,0.4701911,0.23673259,0.26183385,,2017
Holborn and St Pancras,London,2019_notional,0.662532,lab,E14001290,2023-current,notional,0.15187743,0.12276255,0.662532,,2017
Honiton and Sidmouth,South West,2019_notional,0.6039008,con,E14001291,2023-current,notional,0.6039008,0.09561865,0.14219578,,2017
Hornchurch and Upminster,London,2019_notional,0.65430045,con,E14001292,2023-current,notional,0.65430045,0.07118093,0.2285664,,2017
Hornsey and Friern Barnet,London,2019_notional,0.5725136,lab,E14001293,2023-current,notional,0.11801656,0.2564005,0.5725136,,2017
Horsham,South East,2019_notional,0.5578335,con,E14001294,2023-current,notional,0.5578335,0.24712624,0.15641898,,2017
Houghton and Sunderland South,North East,2019_notional,0.4040367,lab,E14001295,2023-current,notional,0.32935295,0.059409104,0.4040367,,2017
Hove and Portslade,South East,2019_notional,0.58300084,lab,E14001296,2023-current,notional,0.28075403,0.06616304,0.58300084,,2017
Huddersfield,Yorkshire and The Humber,2019_notional,0.5143031,lab,E14001297,2023-current,notional,0.3635535,0.049615074,0.5143031,,2017
Huntingdon,East of England,2019_notional,0.59221905,con,E14001298,2023-current,notional,0.59221905,0.14025961,0.20787685,,2017
Hyndburn,North West,2019_notional,0.48495495,con,E14001299,2023-current,notional,0.48495495,0.028911004,0.41536576,,2017
Ilford North,London,2019_notional,0.54141146,lab,E14001300,2023-current,notional,0.36695582,0.039721027,0.54141146,,2017
Ilford South,London,2019_notional,0.65230334,lab,E14001301,2023-current,notional,0.21215062,0.03334196,0.65230334,,2017
Ipswich,East of England,2019_notional,0.5032776,con,E14001302,2023-current,notional,0.5032776,0.049194217,0.3927671,,2017
Isle of Wight East,South East,2019_notional,0.574204,con,E14001303,2023-current,notional,0.574204,,0.24070558,,2017
Isle of Wight West,South East,2019_notional,0.5497992,con,E14001304,2023-current,notional,0.5497992,,0.24488886,,2017
Islington North,London,2019_notional,0.6431187,lab,E14001305,2023-current,notional,0.101905026,0.1563981,0.6431187,,2017
Islington South and Finsbury,London,2019_notional,0.57012445,lab,E14001306,2023-current,notional,0.16335845,0.19695836,0.57012445,,2017
Jarrow and Gateshead East,North East,2019_notional,0.49170494,lab,E14001307,2023-current,notional,0.23700193,0.06539772,0.49170494,,2017
Keighley and Ilkley,Yorkshire and The Humber,2019_notional,0.48095056,con,E14001308,2023-current,notional,0.48095056,0.04891635,0.43878326,,2017
Kenilworth and Southam,West Midlands,2019_notional,0.5896484,con,E14001309,2023-current,notional,0.5896484,0.1689704,0.18980262,,2017
Kensington and Bayswater,London,2019_notional,0.39030886,lab,E14001310,2023-current,notional,0.38319376,0.20155802,0.39030886,,2017
Kettering,East Midlands,2019_notional,0.60282105,con,E14001311,2023-current,notional,0.60282105,0.06681784,0.26915464,,2017
Kingston and Surbiton,London,2019_notional,0.5264559,lib,E14001312,2023-current,notional,0.330747,0.5264559,0.102093,,2017
Kingston upon Hull East,Yorkshire and The Humber,2019_notional,0.41628134,lab,E14001313,2023-current,notional,0.3427974,0.049627427,0.41628134,,2017
Kingston upon Hull North and Cottingham,Yorkshire and The Humber,2019_notional,0.466367,lab,E14001314,2023-current,notional,0.33459425,0.06486282,0.466367,,2017
Kingston upon Hull West and Haltemprice,Yorkshire and The Humber,2019_notional,0.42482767,con,E14001315,2023-current,notional,0.42482767,0.09216689,0.3377291,,2017
Kingswinford and South Staffordshire,West Midlands,2019_notional,0.7432758,con,E14001316,2023-current,notional,0.7432758,0.05318628,0.16821752,,2017
Knowsley,North West,2019_notional,0.79624724,lab,E14001317,2023-current,notional,0.08746418,0.025097482,0.79624724,,2017
Lancaster and Wyre,North West,2019_notional,0.4795877,con,E14001318,2023-current,notional,0.4795877,0.03940707,0.41859382,,2017
Leeds Central and Headingley,Yorkshire and The Humber,2019_notional,0.63432735,lab,E14001319,2023-current,notional,0.1790344,0.111859284,0.63432735,,2017
Leeds East,Yorkshire and The Humber,2019_notional,0.4697082,lab,E14001320,2023-current,notional,0.40844974,0.036579605,0.4697082,,2017
Leeds North East,Yorkshire and The Humber,2019_notional,0.57473266,lab,E14001321,2023-current,notional,0.23633663,0.11217822,0.57473266,,2017
Leeds North West,Yorkshire and The Humber,2019_notional,0.41872036,con,E14001322,2023-current,notional,0.41872036,0.14750683,0.3827777,,2017
Leeds South,Yorkshire and The Humber,2019_notional,0.5841291,lab,E14001323,2023-current,notional,0.2630581,0.044440333,0.5841291,,2017
Leeds South West and Morley,Yorkshire and The Humber,2019_notional,0.5313059,con,E14001324,2023-current,notional,0.5313059,0.027682217,0.36814824,,2017
Leeds West and Pudsey,Yorkshire and The Humber,2019_notional,0.48407272,lab,E14001325,2023-current,notional,0.42230237,0.036420114,0.48407272,,2017
Leicester East,East Midlands,2019_notional,0.5091832,lab,E14001326,2023-current,notional,0.3848259,0.056301825,0.5091832,,2017
Leicester South,East Midlands,2019_notional,0.6819062,lab,E14001327,2023-current,notional,0.21834217,0.043234825,0.6819062,,2017
Leicester West,East Midlands,2019_notional,0.49299133,lab,E14001328,2023-current,notional,0.36649826,0.06715896,0.49299133,,2017
Leigh and Atherton,North West,2019_notional,0.43831718,con,E14001329,2023-current,notional,0.43831718,0.0458641,0.43170065,,2017
Lewes,South East,2019_notional,0.48537242,con,E14001330,2023-current,notional,0.48537242,0.4111371,0.070708886,,2017
Lewisham East,London,2019_notional,0.6265801,lab,E14001331,2023-current,notional,0.19997011,0.10112743,0.6265801,,2017
Lewisham North,London,2019_notional,0.6943423,lab,E14001332,2023-current,notional,0.122069344,0.11109793,0.6943423,,2017
Lewisham West and East Dulwich,London,2019_notional,0.66053736,lab,E14001333,2023-current,notional,0.14517803,0.098818846,0.66053736,,2017
Leyton and Wanstead,London,2019_notional,0.6307787,lab,E14001334,2023-current,notional,0.19854702,0.106599815,0.6307787,,2017
Lichfield,West Midlands,2019_notional,0.64115125,con,E14001335,2023-current,notional,0.64115125,0.105365485,0.21021633,,2017
Lincoln,East Midlands,2019_notional,0.47931027,con,E14001336,2023-current,notional,0.47931027,0.047838196,0.4099034,,2017
Liverpool Garston,North West,2019_notional,0.7018291,lab,E14001337,2023-current,notional,0.11668975,0.09886753,0.7018291,,2017
Liverpool Riverside,North West,2019_notional,0.8510232,lab,E14001338,2023-current,notional,0.077730104,0.022067145,0.8510232,,2017
Liverpool Walton,North West,2019_notional,0.82352686,lab,E14001339,2023-current,notional,0.098966725,0.022749243,0.82352686,,2017
Liverpool Wavertree,North West,2019_notional,0.71604556,lab,E14001340,2023-current,notional,0.095713675,0.08011114,0.71604556,,2017
Liverpool West Derby,North West,2019_notional,0.77894014,lab,E14001341,2023-current,notional,0.08607014,0.027225176,0.77894014,,2017
Loughborough,East Midlands,2019_notional,0.50561076,con,E14001342,2023-current,notional,0.50561076,0.07626412,0.3875613,,2017
Louth and Horncastle,East Midlands,2019_notional,0.72454005,con,E14001343,2023-current,notional,0.72454005,0.077867,0.1770954,,2017
Lowestoft,East of England,2019_notional,0.6091746,con,E14001344,2023-current,notional,0.6091746,0.051403515,0.28198123,,2017
Luton North,East of England,2019_notional,0.5385737,lab,E14001345,2023-current,notional,0.3425656,0.04626598,0.5385737,,2017
Luton South and South Bedfordshire,East of England,2019_notional,0.48651886,lab,E14001346,2023-current,notional,0.35201773,0.0049889134,0.48651886,,2017
Macclesfield,North West,2019_notional,0.5252195,con,E14001347,2023-current,notional,0.5252195,0.105519146,0.32637793,,2017
Maidenhead,South East,2019_notional,0.5739679,con,E14001348,2023-current,notional,0.5739679,0.23808776,0.15029265,,2017
Maidstone and Malling,South East,2019_notional,0.58400637,con,E14001349,2023-current,notional,0.58400637,0.1863537,0.18387961,,2017
Makerfield,North West,2019_notional,0.4526563,lab,E14001350,2023-current,notional,0.34288183,0.047875404,0.4526563,,2017
Maldon,East of England,2019_notional,0.7223112,con,E14001351,2023-current,notional,0.7223112,0.11678832,0.12643379,,2017
Manchester Central,North West,2019_notional,0.6539032,lab,E14001352,2023-current,notional,0.20998023,0.060499012,0.6539032,,2017
Manchester Rusholme,North West,2019_notional,0.78592247,lab,E14001353,2023-current,notional,0.09098608,0.04015044,0.78592247,,2017
Manchester Withington,North West,2019_notional,0.6647387,lab,E14001354,2023-current,notional,0.112603925,0.15670563,0.6647387,,2017
Mansfield,East Midlands,2019_notional,0.6433763,con,E14001355,2023-current,notional,0.6433763,0.03290397,0.30308932,,2017
Melksham and Devizes,South West,2019_notional,0.57791764,con,E14001356,2023-current,notional,0.57791764,0.27255934,0.11989814,,2017
Melton and Syston,East Midlands,2019_notional,0.6325745,con,E14001357,2023-current,notional,0.6325745,0.077104956,0.23493472,,2017
Meriden and Solihull East,West Midlands,2019_notional,0.6240108,con,E14001358,2023-current,notional,0.6240108,0.13557342,0.20845462,,2017
Mid Bedfordshire,East of England,2019_notional,0.6046566,con,E14001359,2023-current,notional,0.6046566,0.12508523,0.20506576,,2017
Mid Buckinghamshire,South East,2019_notional,0.6145178,con,E14001360,2023-current,notional,0.6145178,0.1968353,0.15275806,,2017
Mid Cheshire,North West,2019_notional,0.46948215,con,E14001361,2023-current,notional,0.46948215,0.08386808,0.41631314,,2017
Mid Derbyshire,East Midlands,2019_notional,0.59563416,con,E14001362,2023-current,notional,0.59563416,0.09615757,0.26962894,,2017
Mid Dorset and North Poole,South West,2019_notional,0.6003788,con,E14001363,2023-current,notional,0.6003788,0.29859582,0.07252263,,2017
Mid Leicestershire,East Midlands,2019_notional,0.6222347,con,E14001364,2023-current,notional,0.6222347,0.080028266,0.25646368,,2017
Mid Norfolk,East of England,2019_notional,0.6442476,con,E14001365,2023-current,notional,0.6442476,0.10439829,0.22909795,,2017
Mid Sussex,South East,2019_notional,0.5128331,con,E14001366,2023-current,notional,0.5128331,0.25475457,0.17998451,,2017
Middlesbrough and Thornaby East,North East,2019_notional,0.53978556,lab,E14001367,2023-current,notional,0.24339567,0.026364096,0.53978556,,2017
Middlesbrough South and East Cleveland,North East,2019_notional,0.57859313,con,E14001368,2023-current,notional,0.57859313,0.040490415,0.3498434,,2017
Milton Keynes Central,South East,2019_notional,0.4754986,con,E14001369,2023-current,notional,0.4754986,0.104254514,0.3814435,,2017
Milton Keynes North,South East,2019_notional,0.5163822,con,E14001370,2023-current,notional,0.5163822,0.06722724,0.38534504,,2017
Mitcham and Morden,London,2019_notional,0.5746519,lab,E14001371,2023-current,notional,0.26711598,0.10830283,0.5746519,,2017
Morecambe and Lunesdale,North West,2019_notional,0.5360814,con,E14001372,2023-current,notional,0.5360814,0.15613095,0.28113994,,2017
New Forest East,South East,2019_notional,0.64523685,con,E14001373,2023-current,notional,0.64523685,0.14551254,0.14803292,,2017
New Forest West,South East,2019_notional,0.6383533,con,E14001374,2023-current,notional,0.6383533,0.15326203,0.13109769,,2017
Newark,East Midlands,2019_notional,0.6307437,con,E14001375,2023-current,notional,0.6307437,0.09565421,0.23900916,,2017
Newbury,South East,2019_notional,0.5508034,con,E14001376,2023-current,notional,0.5508034,0.32596967,0.077083044,,2017
Newcastle upon Tyne Central and West,North East,2019_notional,0.59250027,lab,E14001377,2023-current,notional,0.26569024,0.029708114,0.59250027,,2017
Newcastle upon Tyne East and Wallsend,North East,2019_notional,0.59263855,lab,E14001378,2023-current,notional,0.23651502,0.08328163,0.59263855,,2017
Newcastle upon Tyne North,North East,2019_notional,0.44382468,lab,E14001379,2023-current,notional,0.31780654,0.14027667,0.44382468,,2017
Newcastle-under-Lyme,West Midlands,2019_notional,0.5280071,con,E14001380,2023-current,notional,0.5280071,0.05637312,0.3535038,,2017
Newton Abbot,South West,2019_notional,0.5555619,con,E14001381,2023-current,notional,0.5555619,0.2224957,0.177199,,2017
Newton Aycliffe and Spennymoor,North East,2019_notional,0.46144977,con,E14001382,2023-current,notional,0.46144977,0.05395186,0.38287374,,2017
Normanton and Hemsworth,Yorkshire and The Humber,2019_notional,0.3955081,lab,E14001383,2023-current,notional,0.31434038,0.042221043,0.3955081,,2017
North Bedfordshire,East of England,2019_notional,0.61136615,con,E14001384,2023-current,notional,0.61136615,0.13172129,0.19090068,,2017
North Cornwall,South West,2019_notional,0.5906578,con,E14001385,2023-current,notional,0.5906578,0.29879615,0.096177675,,2017
North Cotswolds,South West,2019_notional,0.59338886,con,E14001386,2023-current,notional,0.59338886,0.18000512,0.16519994,,2017
North Devon,South West,2019_notional,0.5663626,con,E14001387,2023-current,notional,0.5663626,0.29985067,0.091703996,,2017
North Dorset,South West,2019_notional,0.6375318,con,E14001388,2023-current,notional,0.6375318,0.20368846,0.11931393,,2017
North Durham,North East,2019_notional,0.43685928,lab,E14001389,2023-current,notional,0.3443031,0.06364283,0.43685928,,2017
North East Cambridgeshire,East of England,2019_notional,0.7386955,con,E14001390,2023-current,notional,0.7386955,0.06710928,0.16048358,,2017
North East Derbyshire,East Midlands,2019_notional,0.58400536,con,E14001391,2023-current,notional,0.58400536,0.061419997,0.32324824,,2017
North East Hampshire,South East,2019_notional,0.6191433,con,E14001392,2023-current,notional,0.6191433,0.2237088,0.102379695,,2017
North East Hertfordshire,East of England,2019_notional,0.5656009,con,E14001393,2023-current,notional,0.5656009,0.15477073,0.23684639,,2017
North East Somerset and Hanham,South West,2019_notional,0.5472953,con,E14001394,2023-current,notional,0.5472953,0.15016453,0.26195657,,2017
North Herefordshire,West Midlands,2019_notional,0.6250161,con,E14001395,2023-current,notional,0.6250161,0.13469207,0.1523533,,2017
North Norfolk,East of England,2019_notional,0.584636,con,E14001396,2023-current,notional,0.584636,0.3035763,0.077188626,,2017
North Northumberland,North East,2019_notional,0.5592909,con,E14001397,2023-current,notional,0.5592909,0.16086462,0.23115283,,2017
North Shropshire,West Midlands,2019_notional,0.61693865,con,E14001398,2023-current,notional,0.61693865,0.10441736,0.22392914,,2017
North Somerset,South West,2019_notional,0.5348023,con,E14001399,2023-current,notional,0.5348023,0.16574635,0.25019345,,2017
North Warwickshire and Bedworth,West Midlands,2019_notional,0.65881866,con,E14001400,2023-current,notional,0.65881866,0.04506251,0.26773968,,2017
North West Cambridgeshire,East of England,2019_notional,0.599613,con,E14001401,2023-current,notional,0.599613,0.10998894,0.23747662,,2017
North West Essex,East of England,2019_notional,0.61698353,con,E14001402,2023-current,notional,0.61698353,0.19679071,0.13777882,,2017
North West Hampshire,South East,2019_notional,0.6007507,con,E14001403,2023-current,notional,0.6007507,0.18464991,0.16890126,,2017
North West Leicestershire,East Midlands,2019_notional,0.6206665,con,E14001404,2023-current,notional,0.6206665,0.068486385,0.25406176,,2017
North West Norfolk,East of England,2019_notional,0.6604007,con,E14001405,2023-current,notional,0.6604007,0.07780683,0.22644073,,2017
Northampton North,East Midlands,2019_notional,0.4977488,con,E14001406,2023-current,notional,0.4977488,0.056886695,0.42077753,,2017
Northampton South,East Midlands,2019_notional,0.5775681,con,E14001407,2023-current,notional,0.5775681,0.07924125,0.30898243,,2017
Norwich North,East of England,2019_notional,0.5155782,con,E14001408,2023-current,notional,0.5155782,0.062293,0.38934612,,2017
Norwich South,East of England,2019_notional,0.5352771,lab,E14001409,2023-current,notional,0.29003274,0.09454666,0.5352771,,2017
Nottingham East,East Midlands,2019_notional,0.63112086,lab,E14001410,2023-current,notional,0.20836495,0.06302727,0.63112086,,2017
Nottingham North and Kimberley,East Midlands,2019_notional,0.460046,lab,E14001411,2023-current,notional,0.4021888,0.03752585,0.460046,,2017
Nottingham South,East Midlands,2019_notional,0.53807116,lab,E14001412,2023-current,notional,0.31556088,0.06718965,0.53807116,,2017
Nuneaton,West Midlands,2019_notional,0.60610753,con,E14001413,2023-current,notional,0.60610753,0.041203804,0.31524673,,2017
Old Bexley and Sidcup,London,2019_notional,0.63928896,con,E14001414,2023-current,notional,0.63928896,0.08296219,0.23886093,,2017
Oldham East and Saddleworth,North West,2019_notional,0.43514428,lab,E14001415,2023-current,notional,0.40267307,0.052486785,0.43514428,,2017
"Oldham West, Chadderton and Royton",North West,2019_notional,0.5531575,lab,E14001416,2023-current,notional,0.30274114,0.03339785,0.5531575,,2017
Orpington,London,2019_notional,0.61906123,con,E14001417,2023-current,notional,0.61906123,0.14594142,0.19774093,,2017
Ossett and Denby Dale,Yorkshire and The Humber,2019_notional,0.53853273,con,E14001418,2023-current,notional,0.53853273,0.049374588,0.3116771,,2017
Oxford East,South East,2019_notional,0.56445456,lab,E14001419,2023-current,notional,0.21446116,0.14015965,0.56445456,,2017
Oxford West and Abingdon,South East,2019_notional,0.5218936,lib,E14001420,2023-current,notional,0.34090522,0.5218936,0.11796277,,2017
Peckham,London,2019_notional,0.7082856,lab,E14001421,2023-current,notional,0.11221856,0.10384538,0.7082856,,2017
Pendle and Clitheroe,North West,2019_notional,0.56934655,con,E14001422,2023-current,notional,0.56934655,0.07342816,0.33088022,,2017
Penistone and Stocksbridge,Yorkshire and The Humber,2019_notional,0.4783522,con,E14001423,2023-current,notional,0.4783522,0.102059774,0.33275443,,2017
Penrith and Solway,North West,2019_notional,0.5481731,con,E14001424,2023-current,notional,0.5481731,0.081680946,0.30148086,,2017
Peterborough,East of England,2019_notional,0.46483317,con,E14001425,2023-current,notional,0.46483317,0.049034555,0.41543868,,2017
Plymouth Moor View,South West,2019_notional,0.5983137,con,E14001426,2023-current,notional,0.5983137,0.050465193,0.32289416,,2017
Plymouth Sutton and Devonport,South West,2019_notional,0.48407528,lab,E14001427,2023-current,notional,0.38010272,0.04904289,0.48407528,,2017
"Pontefract, Castleford and Knottingley",Yorkshire and The Humber,2019_notional,0.38186973,lab,E14001428,2023-current,notional,0.35565087,0.06782495,0.38186973,,2017
Poole,South West,2019_notional,0.58800024,con,E14001429,2023-current,notional,0.58800024,0.15348046,0.20669658,,2017
Poplar and Limehouse,London,2019_notional,0.6034259,lab,E14001430,2023-current,notional,0.17669602,0.1550179,0.6034259,,2017
Portsmouth North,South East,2019_notional,0.61363536,con,E14001431,2023-current,notional,0.61363536,0.074471794,0.2699194,,2017
Portsmouth South,South East,2019_notional,0.4864101,lab,E14001432,2023-current,notional,0.3733263,0.114243545,0.4864101,,2017
Preston,North West,2019_notional,0.5728567,lab,E14001433,2023-current,notional,0.29799128,0.0675682,0.5728567,,2017
Putney,London,2019_notional,0.44326982,lab,E14001434,2023-current,notional,0.36373952,0.16896589,0.44326982,,2017
Queen's Park and Maida Vale,London,2019_notional,0.61918795,lab,E14001435,2023-current,notional,0.19788387,0.13906561,0.61918795,,2017
Rawmarsh and Conisbrough,Yorkshire and The Humber,2019_notional,0.40077448,lab,E14001436,2023-current,notional,0.36977112,0.03699684,0.40077448,,2017
Rayleigh and Wickford,East of England,2019_notional,0.7293243,con,E14001437,2023-current,notional,0.7293243,0.07700436,0.15668811,,2017
Reading Central,South East,2019_notional,0.52604306,lab,E14001438,2023-current,notional,0.36398214,0.06380749,0.52604306,,2017
Reading West and Mid Berkshire,South East,2019_notional,0.5678748,con,E14001439,2023-current,notional,0.5678748,0.16899927,0.22894588,,2017
Redcar,North East,2019_notional,0.4752907,con,E14001440,2023-current,notional,0.4752907,0.048121646,0.36621198,,2017
Redditch,West Midlands,2019_notional,0.6467022,con,E14001441,2023-current,notional,0.6467022,0.0639776,0.2588577,,2017
Reigate,South East,2019_notional,0.5581926,con,E14001442,2023-current,notional,0.5581926,0.19873197,0.16916344,,2017
Ribble Valley,North West,2019_notional,0.5984112,con,E14001443,2023-current,notional,0.5984112,0.07999617,0.27607197,,2017
Richmond and Northallerton,Yorkshire and The Humber,2019_notional,0.633404,con,E14001444,2023-current,notional,0.633404,0.124807246,0.1644179,,2017
Richmond Park,London,2019_notional,0.5364578,lib,E14001445,2023-current,notional,0.40570733,0.5364578,0.052621778,,2017
Rochdale,North West,2019_notional,0.5083218,lab,E14001446,2023-current,notional,0.31551668,0.07532455,0.5083218,,2017
Rochester and Strood,South East,2019_notional,0.5846981,con,E14001447,2023-current,notional,0.5846981,0.0710205,0.28105748,,2017
Romford,London,2019_notional,0.64769745,con,E14001448,2023-current,notional,0.64769745,0.05767282,0.26439753,,2017
Romsey and Southampton North,South East,2019_notional,0.57851344,con,E14001449,2023-current,notional,0.57851344,0.28144196,0.121197715,,2017
Rossendale and Darwen,North West,2019_notional,0.5634604,con,E14001450,2023-current,notional,0.5634604,0.041732613,0.3664376,,2017
Rother Valley,Yorkshire and The Humber,2019_notional,0.46111062,con,E14001451,2023-current,notional,0.46111062,0.048254486,0.32623988,,2017
Rotherham,Yorkshire and The Humber,2019_notional,0.40667725,lab,E14001452,2023-current,notional,0.3309207,0.062429633,0.40667725,,2017
Rugby,West Midlands,2019_notional,0.5733289,con,E14001453,2023-current,notional,0.5733289,0.08286547,0.31129324,,2017
"Ruislip, Northwood and Pinner",London,2019_notional,0.5533527,con,E14001454,2023-current,notional,0.5533527,0.15156154,0.25080374,,2017
Runcorn and Helsby,North West,2019_notional,0.48777315,lab,E14001455,2023-current,notional,0.3684167,0.067061834,0.48777315,,2017
Runnymede and Weybridge,South East,2019_notional,0.53215367,con,E14001456,2023-current,notional,0.53215367,0.2270026,0.17746682,,2017
Rushcliffe,East Midlands,2019_notional,0.4734436,con,E14001457,2023-current,notional,0.4734436,0.15960737,0.34983864,,2017
Rutland and Stamford,East Midlands,2019_notional,0.63324285,con,E14001458,2023-current,notional,0.63324285,0.1583479,0.14657642,,2017
Salford,North West,2019_notional,0.57412064,lab,E14001459,2023-current,notional,0.23295741,0.06156167,0.57412064,,2017
Salisbury,South West,2019_notional,0.55246294,con,E14001460,2023-current,notional,0.55246294,0.19510068,0.18740283,,2017
Scarborough and Whitby,Yorkshire and The Humber,2019_notional,0.5549232,con,E14001461,2023-current,notional,0.5549232,0.061097257,0.34838307,,2017
Scunthorpe,Yorkshire and The Humber,2019_notional,0.56320626,con,E14001462,2023-current,notional,0.56320626,0.026429387,0.34878752,,2017
Sefton Central,North West,2019_notional,0.5257405,lab,E14001463,2023-current,notional,0.3433236,0.066370055,0.5257405,,2017
Selby,Yorkshire and The Humber,2019_notional,0.57954395,con,E14001464,2023-current,notional,0.57954395,0.059992038,0.29829216,,2017
Sevenoaks,South East,2019_notional,0.6172312,con,E14001465,2023-current,notional,0.6172312,0.19396752,0.13513829,,2017
Sheffield Brightside and Hillsborough,Yorkshire and The Humber,2019_notional,0.5657732,lab,E14001466,2023-current,notional,0.25385225,0.03889412,0.5657732,,2017
Sheffield Central,Yorkshire and The Humber,2019_notional,0.6697402,lab,E14001467,2023-current,notional,0.12404445,0.05437781,0.6697402,,2017
Sheffield Hallam,Yorkshire and The Humber,2019_notional,0.349682,lab,E14001468,2023-current,notional,0.25696734,0.33123565,0.349682,,2017
Sheffield Heeley,Yorkshire and The Humber,2019_notional,0.53876793,lab,E14001469,2023-current,notional,0.2713426,0.06718459,0.53876793,,2017
Sheffield South East,Yorkshire and The Humber,2019_notional,0.46748123,lab,E14001470,2023-current,notional,0.35629904,0.046613783,0.46748123,,2017
Sherwood Forest,East Midlands,2019_notional,0.60810995,con,E14001471,2023-current,notional,0.60810995,0.05697672,0.295496,,2017
Shipley,Yorkshire and The Humber,2019_notional,0.508055,con,E14001472,2023-current,notional,0.508055,0.059032664,0.39247093,,2017
Shrewsbury,West Midlands,2019_notional,0.49373472,con,E14001473,2023-current,notional,0.49373472,0.108119644,0.35456026,,2017
Sittingbourne and Sheppey,South East,2019_notional,0.665184,con,E14001474,2023-current,notional,0.665184,0.06334068,0.20890447,,2017
Skipton and Ripon,Yorkshire and The Humber,2019_notional,0.58858967,con,E14001475,2023-current,notional,0.58858967,0.15207933,0.19197506,,2017
Sleaford and North Hykeham,East Midlands,2019_notional,0.6647263,con,E14001476,2023-current,notional,0.6647263,0.08197994,0.18584706,,2017
Slough,South East,2019_notional,0.5880158,lab,E14001477,2023-current,notional,0.29506147,0.068020195,0.5880158,,2017
Smethwick,West Midlands,2019_notional,0.5696607,lab,E14001478,2023-current,notional,0.3018062,0.04493532,0.5696607,,2017
Solihull West and Shirley,West Midlands,2019_notional,0.6089799,con,E14001479,2023-current,notional,0.6089799,0.15665916,0.19450368,,2017
South Basildon and East Thurrock,East of England,2019_notional,0.6544077,con,E14001480,2023-current,notional,0.6544077,0.041047197,0.2356413,,2017
South Cambridgeshire,East of England,2019_notional,0.43531743,con,E14001481,2023-current,notional,0.43531743,0.41038316,0.15131995,,2017
South Cotswolds,South West,2019_notional,0.5790295,con,E14001482,2023-current,notional,0.5790295,0.27648574,0.10658219,,2017
South Derbyshire,East Midlands,2019_notional,0.6211784,con,E14001483,2023-current,notional,0.6211784,0.073412575,0.27195492,,2017
South Devon,South West,2019_notional,0.53566223,con,E14001484,2023-current,notional,0.53566223,0.28249276,0.17029287,,2017
South Dorset,South West,2019_notional,0.5919877,con,E14001485,2023-current,notional,0.5919877,0.10675468,0.24776646,,2017
South East Cornwall,South West,2019_notional,0.590254,con,E14001486,2023-current,notional,0.590254,0.16307156,0.20315042,,2017
South Holland and The Deepings,East Midlands,2019_notional,0.7592265,con,E14001487,2023-current,notional,0.7592265,0.06557677,0.13217023,,2017
South Leicestershire,East Midlands,2019_notional,0.66535246,con,E14001488,2023-current,notional,0.66535246,0.09569963,0.1992845,,2017
South Norfolk,East of England,2019_notional,0.56497675,con,E14001489,2023-current,notional,0.56497675,0.16967815,0.23377751,,2017
South Northamptonshire,East Midlands,2019_notional,0.6317732,con,E14001490,2023-current,notional,0.6317732,0.111146934,0.20776685,,2017
South Ribble,North West,2019_notional,0.5352021,con,E14001491,2023-current,notional,0.5352021,0.07743246,0.36223847,,2017
South Shields,North East,2019_notional,0.4408926,lab,E14001492,2023-current,notional,0.25824273,0.0354819,0.4408926,,2017
South Shropshire,West Midlands,2019_notional,0.6538728,con,E14001493,2023-current,notional,0.6538728,0.153613,0.1578911,,2017
South Suffolk,East of England,2019_notional,0.6205644,con,E14001494,2023-current,notional,0.6205644,0.1269309,0.19201294,,2017
South West Devon,South West,2019_notional,0.6257041,con,E14001495,2023-current,notional,0.6257041,0.1213369,0.21411765,,2017
South West Hertfordshire,East of England,2019_notional,0.52179724,con,E14001496,2023-current,notional,0.52179724,0.1269704,0.16081607,,2017
South West Norfolk,East of England,2019_notional,0.6865491,con,E14001497,2023-current,notional,0.6865491,0.082519926,0.18331286,,2017
South West Wiltshire,South West,2019_notional,0.58314455,con,E14001498,2023-current,notional,0.58314455,0.1648496,0.21525499,,2017
Southampton Itchen,South East,2019_notional,0.5050927,con,E14001499,2023-current,notional,0.5050927,0.05278252,0.4102402,,2017
Southampton Test,South East,2019_notional,0.49464372,lab,E14001500,2023-current,notional,0.35655865,0.076654665,0.49464372,,2017
Southend East and Rochford,East of England,2019_notional,0.59000856,con,E14001501,2023-current,notional,0.59000856,0.06430011,0.31329796,,2017
Southend West and Leigh,East of England,2019_notional,0.5905564,con,E14001502,2023-current,notional,0.5905564,0.10596838,0.2900177,,2017
Southgate and Wood Green,London,2019_notional,0.5779519,lab,E14001503,2023-current,notional,0.2855327,0.09944604,0.5779519,,2017
Southport,North West,2019_notional,0.5037745,con,E14001504,2023-current,notional,0.5037745,0.12481931,0.36783248,,2017
Spelthorne,South East,2019_notional,0.5885882,con,E14001505,2023-current,notional,0.5885882,0.15146436,0.21708746,,2017
Spen Valley,Yorkshire and The Humber,2019_notional,0.46359804,con,E14001506,2023-current,notional,0.46359804,0.05835752,0.33514795,,2017
St Albans,East of England,2019_notional,0.49930376,lib,E14001507,2023-current,notional,0.39251676,0.49930376,0.088214554,,2017
